setting,date,source,indicator_name,dimension,subgroup,estimate,population,iso3,whoreg6,wbincome2024
Greece,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,0.1723641604,580167,GRC,European,
Greece,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,1.563678503,1087180,GRC,European,
Greece,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,0.2614758611,764889,GRC,European,
Greece,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,0.451846689,663942,GRC,European,
Greece,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,0.4281353354,700713,GRC,European,
Greece,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,0,524123,GRC,European,
Greece,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,0,216258,GRC,European,
Greece,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,0.3668836057,545132,GRC,European,
Grenada,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,0,9148,GRD,Americas,
Grenada,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,28.06361008,10690.00006,GRD,Americas,
Grenada,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,0,5076,GRD,Americas,
Grenada,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,0,5674.999969,GRD,Americas,
Grenada,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,0,9125,GRD,Americas,
Grenada,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,0,10250.99994,GRD,Americas,
Grenada,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,0,6477,GRD,Americas,
Grenada,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,0,6295,GRD,Americas,
Guatemala,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,17.93069458,390392,GTM,Americas,
Guatemala,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,2.987951994,1539516,GTM,Americas,
Guatemala,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,1.678352952,1072480,GTM,Americas,
Guatemala,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,0.1014117524,1972158,GTM,Americas,
Guatemala,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,0.8560260534,1869102,GTM,Americas,
Guatemala,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,7.983131886,638847,GTM,Americas,
Guatemala,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,6.436630249,388402,GTM,Americas,
Guatemala,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,0,960018,GTM,Americas,
Guinea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,62.78219223,191137,GIN,African,
Guinea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,1.19084537,1847427,GIN,African,
Guinea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,13.2040453,1438953,GIN,African,
Guinea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,1.670732141,1077372,GIN,African,
Guinea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,50.91629791,255321,GIN,African,
Guinea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,44.58123398,605636.0039,GIN,African,
Guinea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,27.22521591,1065189,GIN,African,
Guinea,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,45.5779953,372986.998,GIN,African,
Guinea-Bissau,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,121.8769073,155895.001,GNB,African,
Guinea-Bissau,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,152.5643463,117983,GNB,African,
Guinea-Bissau,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,164.9670105,66680,GNB,African,
Guinea-Bissau,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,64.8190155,215986,GNB,African,
Guinea-Bissau,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,79.6088562,150737,GNB,African,
Guinea-Bissau,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,223.2283173,31806,GNB,African,
Guinea-Bissau,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,10.47328377,276895,GNB,African,
Guinea-Bissau,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,276.2662354,23890,GNB,African,
Guyana,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,0,77378,GUY,Americas,
Guyana,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,0,40083.99902,GUY,Americas,
Guyana,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,47.95856476,31277,GUY,Americas,
Guyana,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,3.99744153,75048,GUY,Americas,
Guyana,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,54.82205582,21888.99988,GUY,Americas,
Guyana,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,4.650586128,64508,GUY,Americas,
Guyana,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,42.6918335,44505,GUY,Americas,
Guyana,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,79.8973465,41303.00024,GUY,Americas,
Haiti,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,9.274908066,485180,HTI,Americas,
Haiti,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,21.71606636,644683.9922,HTI,Americas,
Haiti,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,6.423438549,1120895,HTI,Americas,
Haiti,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,11.51537991,225785,HTI,Americas,
Haiti,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,9.563011169,742444,HTI,Americas,
Haiti,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,9.354741096,320693,HTI,Americas,
Haiti,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,11.33178329,970721,HTI,Americas,
Haiti,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,3.256493568,1228315,HTI,Americas,
Honduras,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,68.83259583,203392,HND,Americas,
Honduras,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,0,918347,HND,Americas,
Honduras,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,12.66276455,465933,HND,Americas,
Honduras,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,6.670798779,719554,HND,Americas,
Honduras,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,0,543043,HND,Americas,
Honduras,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,1.032235742,1065648,HND,Americas,
Honduras,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,14.15945053,268372,HND,Americas,
Honduras,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,0.4616502523,1083071,HND,Americas,
Hungary,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,2.753834724,544695,HUN,European,
Hungary,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,0,248199,HUN,European,
Hungary,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,1.285006762,778206,HUN,European,
Hungary,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,0,685009,HUN,European,
Hungary,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,2.486989021,763975.999,HUN,European,
Hungary,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,0.1789593846,558786,HUN,European,
Hungary,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,0,490390,HUN,European,
Hungary,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,0.5585882068,716090.9961,HUN,European,
Iceland,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,0,27347,ISL,European,
Iceland,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,4.617658138,21656,ISL,European,
Iceland,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,0,23828,ISL,European,
Iceland,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,0,31674,ISL,European,
Iceland,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,0,23614,ISL,European,
Iceland,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,0,11622,ISL,European,
Iceland,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,0,23889,ISL,European,
Iceland,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,0,27505.99991,ISL,European,
India,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,24.29204559,123497218,IND,South-East Asia,
India,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,47.61795425,56701303,IND,South-East Asia,
India,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,43.87734222,59256095,IND,South-East Asia,
India,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,20.22053337,133527631,IND,South-East Asia,
India,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,5.470413208,127961082,IND,South-East Asia,
India,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,47.36891174,46443962,IND,South-East Asia,
India,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,36.34255219,79796268,IND,South-East Asia,
India,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,26.92386818,103996942,IND,South-East Asia,
Indonesia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,68.48096466,17523118,IDN,South-East Asia,
Indonesia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,46.50304794,21503967,IDN,South-East Asia,
Indonesia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,97.60642242,12294273,IDN,South-East Asia,
Indonesia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,100.0440445,8196390,IDN,South-East Asia,
Indonesia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,52.84494019,20815616.25,IDN,South-East Asia,
Indonesia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,36.51161194,22732495,IDN,South-East Asia,
Indonesia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,105.0828857,11419557,IDN,South-East Asia,
Indonesia,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,15.27797985,24217862,IDN,South-East Asia,
Iran (Islamic Republic of),2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,0.6492943764,8316721,IRN,Eastern Mediterranean,
Iran (Islamic Republic of),2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,0.190840587,5763973,IRN,Eastern Mediterranean,
Iran (Islamic Republic of),2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,0.06800691783,7352193,IRN,Eastern Mediterranean,
Iran (Islamic Republic of),2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,0.8959351182,5469146,IRN,Eastern Mediterranean,
Iran (Islamic Republic of),2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,0.2392324507,3344028,IRN,Eastern Mediterranean,
Iran (Islamic Republic of),2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,2.378254175,3826336,IRN,Eastern Mediterranean,
Iran (Islamic Republic of),2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,7.587164879,3163236.984,IRN,Eastern Mediterranean,
Iran (Islamic Republic of),2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,0.6418004632,7478960,IRN,Eastern Mediterranean,
Iraq,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,1.479544282,4460833,IRQ,Eastern Mediterranean,
Iraq,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,3.183420181,2450195.016,IRQ,Eastern Mediterranean,
Iraq,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),45-54 years,3.817981005,1781046,IRQ,Eastern Mediterranean,
Iraq,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,2.823708296,2939397,IRQ,Eastern Mediterranean,
Iraq,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),25-34 years,2.521028757,3450972,IRQ,Eastern Mediterranean,
Iraq,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,0.4411769807,5666660,IRQ,Eastern Mediterranean,
Iraq,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,9.900460243,616133,IRQ,Eastern Mediterranean,
Iraq,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),55-64 years,4.972241879,925135.9961,IRQ,Eastern Mediterranean,
Ireland,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),0-4 years,0,153611,IRL,European,
Ireland,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),15-24 years,0,332056.002,IRL,European,
Ireland,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),65+ years,1.671812177,358892,IRL,European,
Ireland,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),5-14 years,0,349986,IRL,European,
Ireland,2022,WHO estimate,TB mortality (deaths per 100 000 population) - Male,Age (8 groups) (0-65+),35-44 years,0,367060,IRL,European,
