setting,date,source,indicator_name,dimension,subgroup,estimate,population,iso3,whoreg6,wbincome2024
Peru,2012,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ica,98.50554657,47.74558258,PER,Americas,Upper middle income
Peru,2005,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,huanuco,,,PER,Americas,Upper middle income
Peru,2008,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,tacna,100,10.93749428,PER,Americas,Upper middle income
Peru,2017,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lima,96.69741821,706.6791382,PER,Americas,Upper middle income
Peru,2021,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,apurimac,96.07952881,29.96319389,PER,Americas,Upper middle income
Peru,2011,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,amazonas,80.31201172,29.13531113,PER,Americas,Upper middle income
Peru,2012,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,loreto,78.64212036,103.299408,PER,Americas,Upper middle income
Peru,2008,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,la libertad,92.28972626,68.80403137,PER,Americas,Upper middle income
Peru,2019,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ica,94.58420563,64.70578766,PER,Americas,Upper middle income
Peru,2012,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cusco,94.60786438,63.14120102,PER,Americas,Upper middle income
Peru,2013,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,amazonas,78.46092224,30.65990448,PER,Americas,Upper middle income
Peru,2008,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ancash,95.72570038,45.69041443,PER,Americas,Upper middle income
Peru,2017,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,loreto,86.31280518,121.2874298,PER,Americas,Upper middle income
Peru,2022,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,pasco,89.33842468,16.71814346,PER,Americas,Upper middle income
Peru,2009,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,tacna,100,19.52147102,PER,Americas,Upper middle income
Peru,2010,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cajamarca,88.38110352,85.0191803,PER,Americas,Upper middle income
Peru,2015,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cajamarca,94.58177185,145.4650269,PER,Americas,Upper middle income
Peru,1996,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,tumbes,99.14530182,19.33694077,PER,Americas,Upper middle income
Peru,2015,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,huanuco,94.84667969,54.351017,PER,Americas,Upper middle income
Peru,2013,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lambayeque,97.26491547,54.62573624,PER,Americas,Upper middle income
Peru,2000,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,arequipa,100,88.88719177,PER,Americas,Upper middle income
Peru,2006,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,puno,,,PER,Americas,Upper middle income
Peru,2022,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,loreto,88.1683197,81.87133026,PER,Americas,Upper middle income
Peru,2010,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ancash,97.06381226,64.81730652,PER,Americas,Upper middle income
Peru,2016,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ucayali,87.01572418,57.40673065,PER,Americas,Upper middle income
Peru,2004,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,junin,,,PER,Americas,Upper middle income
Peru,2007,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,apurimac,100,11.91904736,PER,Americas,Upper middle income
Peru,2010,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ayacucho,89.15807343,51.79367065,PER,Americas,Upper middle income
Peru,2020,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,provincia constitucional del callao,92.63318634,61.69027328,PER,Americas,Upper middle income
Peru,2014,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ucayali,87.25058746,38.09590149,PER,Americas,Upper middle income
Peru,2020,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,madre de dios,91.06865692,11.26927757,PER,Americas,Upper middle income
Peru,2021,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lima,92.5291214,510.5109863,PER,Americas,Upper middle income
Peru,1996,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,apurimac,97.82608795,77.55020905,PER,Americas,Upper middle income
Peru,2000,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,puno,98.66667175,140.694458,PER,Americas,Upper middle income
Peru,2014,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lima,94.49875641,472.8870239,PER,Americas,Upper middle income
Peru,2005,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,junin,,,PER,Americas,Upper middle income
Peru,2013,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cusco,88.1930542,66.12178802,PER,Americas,Upper middle income
Peru,2019,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ancash,96.04799652,70.24778748,PER,Americas,Upper middle income
Peru,2021,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ancash,92.49473572,61.67053986,PER,Americas,Upper middle income
Peru,2016,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,huancavelica,97.62001038,37.38220215,PER,Americas,Upper middle income
Peru,1996,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lambayeque,96.74796295,133.969635,PER,Americas,Upper middle income
Peru,2017,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,junin,95.98786163,97.90953064,PER,Americas,Upper middle income
Peru,2005,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,puno,,,PER,Americas,Upper middle income
Peru,2000,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ayacucho,97.16312408,50.483078,PER,Americas,Upper middle income
Peru,2013,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cajamarca,91.1007843,72.56187439,PER,Americas,Upper middle income
Peru,2014,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,madre de dios,95.79632568,11.07592106,PER,Americas,Upper middle income
Peru,2009,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,moquegua,96.90087128,12.09941864,PER,Americas,Upper middle income
Peru,1996,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,moquegua,100,13.76963902,PER,Americas,Upper middle income
Peru,2000,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,amazonas,88.63636017,43.85805511,PER,Americas,Upper middle income
Peru,2015,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,tumbes,96.74861145,26.76259422,PER,Americas,Upper middle income
Peru,2014,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,huanuco,88.56742096,42.96288681,PER,Americas,Upper middle income
Peru,1996,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,pasco,90,38.79526138,PER,Americas,Upper middle income
Peru,2000,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lima,98.26239014,590.0696411,PER,Americas,Upper middle income
Peru,2022,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cusco,94.31483459,69.30273438,PER,Americas,Upper middle income
Peru,2014,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,junin,96.02692413,65.61714935,PER,Americas,Upper middle income
Peru,2011,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,loreto,81.07678223,89.51060486,PER,Americas,Upper middle income
Peru,2009,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ayacucho,96.69328308,43.57126999,PER,Americas,Upper middle income
Peru,2008,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,amazonas,95.12248993,18.48469543,PER,Americas,Upper middle income
Peru,2007,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,amazonas,96.68307495,10.42492294,PER,Americas,Upper middle income
Peru,1996,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ucayali,94.24460602,46.18608475,PER,Americas,Upper middle income
Peru,2013,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,huanuco,97.01725006,34.01734543,PER,Americas,Upper middle income
Peru,2022,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,tumbes,96.4929657,20.67552567,PER,Americas,Upper middle income
Peru,2018,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,la libertad,96.09070587,135.1175079,PER,Americas,Upper middle income
Peru,2009,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cusco,96.80736542,66.89530182,PER,Americas,Upper middle income
Peru,2000,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,apurimac,97.5,41.4095993,PER,Americas,Upper middle income
Peru,2004,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,san martin,,,PER,Americas,Upper middle income
Peru,2010,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ucayali,83.54223633,30.20543861,PER,Americas,Upper middle income
Peru,2016,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,pasco,94.46590424,23.23886108,PER,Americas,Upper middle income
Peru,2009,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ucayali,87.29299164,33.72873306,PER,Americas,Upper middle income
Peru,2020,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,piura,95.27748871,143.0644684,PER,Americas,Upper middle income
Peru,2004,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,pasco,,,PER,Americas,Upper middle income
Peru,2006,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,amazonas,84.72145844,10.94156837,PER,Americas,Upper middle income
Peru,2018,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cajamarca,93.96733093,101.0443954,PER,Americas,Upper middle income
Peru,2004,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,madre de dios,100,1.642215014,PER,Americas,Upper middle income
Peru,2017,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,puno,90.07538605,76.81258392,PER,Americas,Upper middle income
Peru,2020,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lima,92.28257751,644.4011841,PER,Americas,Upper middle income
Peru,2004,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cusco,,,PER,Americas,Upper middle income
Peru,2006,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cajamarca,,,PER,Americas,Upper middle income
Peru,2006,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,loreto,96.36254883,22.34074211,PER,Americas,Upper middle income
Peru,2022,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,tacna,98.18212891,19.07141685,PER,Americas,Upper middle income
Peru,2017,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,amazonas,90.39205933,31.5530529,PER,Americas,Upper middle income
Peru,2013,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,pasco,91.59893799,13.61108208,PER,Americas,Upper middle income
Peru,2005,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,amazonas,,,PER,Americas,Upper middle income
Peru,2008,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cusco,100,44.98172379,PER,Americas,Upper middle income
Peru,2011,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,tacna,100,11.94147491,PER,Americas,Upper middle income
Peru,2008,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ayacucho,96.20973969,32.41193008,PER,Americas,Upper middle income
Peru,2009,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,huanuco,96.06226349,54.19752121,PER,Americas,Upper middle income
Peru,2016,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,moquegua,98.7024231,12.21999931,PER,Americas,Upper middle income
Peru,2005,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lima,96.11529541,68.05503845,PER,Americas,Upper middle income
Peru,2018,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,madre de dios,99.36766815,12.23046207,PER,Americas,Upper middle income
Peru,2016,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,huanuco,98.03046417,62.75437927,PER,Americas,Upper middle income
Peru,2006,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,piura,,,PER,Americas,Upper middle income
Peru,2020,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cusco,91.81672668,78.23960876,PER,Americas,Upper middle income
Peru,2021,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ayacucho,92.54655457,36.56341934,PER,Americas,Upper middle income
Peru,2006,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cusco,,,PER,Americas,Upper middle income
Peru,2014,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,san martin,87.98957062,50.69415283,PER,Americas,Upper middle income
Peru,2012,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lima,96.25325012,431.8223267,PER,Americas,Upper middle income
Peru,2004,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,loreto,96.72761536,17.43738365,PER,Americas,Upper middle income
Peru,2018,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,san martin,98.93916321,69.91824341,PER,Americas,Upper middle income
Peru,2013,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,san martin,86.18846893,51.9729538,PER,Americas,Upper middle income
Peru,2012,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ayacucho,90.65610504,51.1276474,PER,Americas,Upper middle income
Peru,2016,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cusco,96.5141449,84.83922577,PER,Americas,Upper middle income
Peru,2022,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ucayali,85.96177673,38.21148682,PER,Americas,Upper middle income
Peru,2012,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,puno,94.02520752,68.74953461,PER,Americas,Upper middle income
Peru,1996,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cusco,96.93387604,142.4400635,PER,Americas,Upper middle income
Peru,2019,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,puno,90.35014343,56.32922363,PER,Americas,Upper middle income
Peru,2021,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ucayali,89.6245575,47.68815231,PER,Americas,Upper middle income
Peru,2020,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,loreto,92.19247437,87.21907043,PER,Americas,Upper middle income
Peru,2005,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cusco,,,PER,Americas,Upper middle income
Peru,2022,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ayacucho,90.25915527,33.59791183,PER,Americas,Upper middle income
Peru,2020,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,apurimac,99.38259888,27.6608448,PER,Americas,Upper middle income
Peru,2000,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,huancavelica,95.37572479,72.65757751,PER,Americas,Upper middle income
Peru,2005,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lambayeque,,,PER,Americas,Upper middle income
Peru,2021,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,madre de dios,92.67469788,9.6043396,PER,Americas,Upper middle income
Peru,2011,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,pasco,96.28088379,19.55958366,PER,Americas,Upper middle income
Peru,2011,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ica,96.42668152,47.51938629,PER,Americas,Upper middle income
Peru,2018,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ayacucho,94.77471924,43.15292358,PER,Americas,Upper middle income
Peru,2008,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,madre de dios,98.79026794,5.835523605,PER,Americas,Upper middle income
Peru,2021,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,tumbes,95.63414764,16.83477783,PER,Americas,Upper middle income
Peru,2004,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,callao,,,PER,Americas,Upper middle income
Peru,2013,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,piura,97.33133698,146.8839264,PER,Americas,Upper middle income
Peru,2020,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ica,95.05145264,56.74556732,PER,Americas,Upper middle income
Peru,2013,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,puno,90.49403381,50.51253891,PER,Americas,Upper middle income
Peru,2005,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,moquegua,,,PER,Americas,Upper middle income
Peru,2008,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ucayali,97.20079041,21.79042435,PER,Americas,Upper middle income
Peru,2021,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,moquegua,92.68172455,10.43946934,PER,Americas,Upper middle income
Peru,2019,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,la libertad,92.06969452,137.109375,PER,Americas,Upper middle income
Peru,2000,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,tacna,96.92308044,22.46958923,PER,Americas,Upper middle income
Peru,2021,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cajamarca,89.72163391,89.83473206,PER,Americas,Upper middle income
Peru,2016,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ica,96.91244507,81.03683472,PER,Americas,Upper middle income
Peru,2000,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lambayeque,98.63013458,92.7326355,PER,Americas,Upper middle income
Peru,2019,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,arequipa,97.94858551,84.97662354,PER,Americas,Upper middle income
Peru,2007,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ayacucho,97.19078827,18.01144028,PER,Americas,Upper middle income
Peru,2018,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ancash,98.64421844,69.51413727,PER,Americas,Upper middle income
Peru,2006,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,huancavelica,97.1424408,14.66002941,PER,Americas,Upper middle income
Peru,2010,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ica,92.46982574,43.61862183,PER,Americas,Upper middle income
Peru,2007,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,madre de dios,100,2.355946064,PER,Americas,Upper middle income
Peru,2014,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,pasco,94.99235535,14.13259506,PER,Americas,Upper middle income
Peru,2004,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,puno,,,PER,Americas,Upper middle income
Peru,1996,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ayacucho,89.25619507,85.18315887,PER,Americas,Upper middle income
Peru,2020,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,la libertad,94.3992691,134.1557617,PER,Americas,Upper middle income
Peru,2007,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,huanuco,,,PER,Americas,Upper middle income
Peru,2017,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,la libertad,97.42695618,131.7512665,PER,Americas,Upper middle income
Peru,2016,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,tacna,97.88079834,25.80550575,PER,Americas,Upper middle income
Peru,1996,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lima,97.57036591,798.3973389,PER,Americas,Upper middle income
Peru,2017,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lambayeque,95.28439331,89.01244354,PER,Americas,Upper middle income
Peru,2019,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,san martin,93.2228241,58.5569458,PER,Americas,Upper middle income
Peru,2019,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,amazonas,88.5318222,29.1485424,PER,Americas,Upper middle income
Peru,2016,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cajamarca,98.42660522,139.2294922,PER,Americas,Upper middle income
Peru,2021,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ica,98.52198792,57.19103241,PER,Americas,Upper middle income
Peru,2022,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,san martin,91.35792542,56.71410751,PER,Americas,Upper middle income
Peru,2007,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,puno,,,PER,Americas,Upper middle income
Peru,2007,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,pasco,,,PER,Americas,Upper middle income
Peru,2020,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ancash,96.32531738,68.39650726,PER,Americas,Upper middle income
Peru,1996,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,loreto,96.69811249,126.4885254,PER,Americas,Upper middle income
Peru,2012,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,piura,96.65166473,144.9051971,PER,Americas,Upper middle income
Peru,2009,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lambayeque,94.17140198,44.00315094,PER,Americas,Upper middle income
Peru,2006,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,junin,,,PER,Americas,Upper middle income
Peru,1996,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ica,99.16666412,80.33783722,PER,Americas,Upper middle income
Peru,2018,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cusco,96.54003143,77.8395462,PER,Americas,Upper middle income
Peru,2014,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,loreto,72.6932373,74.93647766,PER,Americas,Upper middle income
Peru,2012,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,pasco,90.02441406,19.47580338,PER,Americas,Upper middle income
Peru,2005,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,san martin,,,PER,Americas,Upper middle income
Peru,2015,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ayacucho,95.25812531,48.17830658,PER,Americas,Upper middle income
Peru,2010,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,pasco,92.39021301,17.30394554,PER,Americas,Upper middle income
Peru,2015,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ica,97.8272171,97.05912781,PER,Americas,Upper middle income
Peru,2018,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,amazonas,91.70748901,39.20636368,PER,Americas,Upper middle income
Peru,2012,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ancash,98.23127747,84.25149536,PER,Americas,Upper middle income
Peru,2018,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,moquegua,98.15140533,12.06202316,PER,Americas,Upper middle income
Peru,2009,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lima,96.56878662,442.1347656,PER,Americas,Upper middle income
Peru,2009,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,puno,89.0541687,89.43731689,PER,Americas,Upper middle income
Peru,2013,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,la libertad,93.23820496,100.545784,PER,Americas,Upper middle income
Peru,2016,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ancash,98.06419373,83.5100174,PER,Americas,Upper middle income
Peru,2008,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ica,98.22898102,30.96010971,PER,Americas,Upper middle income
Peru,2017,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,callao,98.39325714,81.21263885,PER,Americas,Upper middle income
Peru,2021,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lambayeque,95.84186554,84.00066376,PER,Americas,Upper middle income
Peru,2008,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,callao,,,PER,Americas,Upper middle income
Peru,2007,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cusco,,,PER,Americas,Upper middle income
Peru,2018,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,tacna,100,20.07381058,PER,Americas,Upper middle income
Peru,2018,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lima,96.2206955,608.6325073,PER,Americas,Upper middle income
Peru,2020,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,arequipa,96.58406067,75.75757599,PER,Americas,Upper middle income
Peru,2007,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,arequipa,,,PER,Americas,Upper middle income
Peru,2015,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,huancavelica,96.90009308,36.81910706,PER,Americas,Upper middle income
Peru,2006,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,tumbes,,,PER,Americas,Upper middle income
Peru,2022,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,la libertad,94.45042419,124.5056229,PER,Americas,Upper middle income
Peru,2016,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,lima,97.08689117,746.2049561,PER,Americas,Upper middle income
Peru,2020,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,san martin,92.40916443,57.30289078,PER,Americas,Upper middle income
Peru,2006,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ucayali,95.91425323,8.737500191,PER,Americas,Upper middle income
Peru,2000,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,loreto,93.28358459,102.834816,PER,Americas,Upper middle income
Peru,2013,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,callao,,,PER,Americas,Upper middle income
Peru,2017,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cusco,92.64324188,80.32484436,PER,Americas,Upper middle income
Peru,2015,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,puno,92.00921631,90.23696899,PER,Americas,Upper middle income
Peru,2022,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,piura,96.38383484,145.5784607,PER,Americas,Upper middle income
Peru,2013,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,moquegua,100,7.136809826,PER,Americas,Upper middle income
Peru,2008,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,apurimac,100,15.30913162,PER,Americas,Upper middle income
Peru,2011,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ucayali,92.12645721,31.4381485,PER,Americas,Upper middle income
Peru,2006,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,san martin,,,PER,Americas,Upper middle income
Peru,2013,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,apurimac,100,18.03060341,PER,Americas,Upper middle income
Peru,2014,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,cajamarca,88.83459473,85.18968201,PER,Americas,Upper middle income
Peru,2004,ICEH - DHS,BCG immunization coverage among two-year-olds (%),Subnational region,ica,,,PER,Americas,Upper middle income
